antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'TOY TIDY PINK RETROSPOT  '}),frozenset({'RECYCLING BAG RETROSPOT '}),0.02148939818254558,0.03229124992855918,0.011487683602903354,0.5345744680851063,16.554777819619655,1.0,0.010793764075376449,2.079191371582067,0.9602292259280665,0.27162162162162157,0.5190437909334459,0.4451633402372434
frozenset({'RECYCLING BAG RETROSPOT '}),frozenset({'TOY TIDY PINK RETROSPOT  '}),0.03229124992855918,0.02148939818254558,0.011487683602903354,0.3557522123893805,16.554777819619655,1.0,0.010793764075376449,1.5188420055683014,0.9709475890098291,0.27162162162162157,0.34160367152485194,0.4451633402372434
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE '}),0.022289535348916957,0.02594730525232897,0.009544493341715723,0.42820512820512824,16.50287473172936,1.0,0.008966139964084798,1.703500228482474,0.9608207446683765,0.24667651403249632,0.4129733690198398,0.39802326894837914
frozenset({'PLASTERS IN TIN CIRCUS PARADE '}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.02594730525232897,0.022289535348916957,0.009544493341715723,0.36784140969163,16.50287473172936,1.0,0.008966139964084798,1.5466221287511908,0.9644288258547156,0.24667651403249632,0.35342965717977726,0.39802326894837914
frozenset({'WOODEN FRAME ANTIQUE WHITE '}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH'})",0.05600960164599646,0.011887752186089043,0.010916157055495227,0.19489795918367347,16.39485380690738,1.0,0.010250328791086057,1.2273130581212075,0.9947190693897165,0.19157472417251753,0.18521196089055092,0.5565835949764522
"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH'})",frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.011887752186089043,0.05600960164599646,0.010916157055495227,0.9182692307692308,16.394853806907378,1.0,0.010250328791086057,11.550000168096053,0.9503022077106802,0.19157472417251753,0.9134199146799802,0.5565835949764522
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER UNION JACK'}),0.030005143738926675,0.02406126764588215,0.011830599531348232,0.3942857142857143,16.3867390566678,1.0,0.011108637737092752,1.61121960530161,0.9680206444032287,0.28010825439783493,0.3793521400127162,0.44298608754665764
frozenset({'HAND WARMER UNION JACK'}),frozenset({'HAND WARMER OWL DESIGN'}),0.02406126764588215,0.030005143738926675,0.011830599531348232,0.491686460807601,16.386739056667796,1.0,0.011108637737092752,1.9082609088126725,0.9621249927858746,0.28010825439783493,0.4759626446353167,0.44298608754665764
frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),0.03291992913070812,0.03737783620049151,0.020117734468766073,0.6111111111111112,16.349558273870205,1.0,0.018887258749986677,2.475314135484451,0.9707947628283307,0.4009111617312072,0.5960108716446662,0.5746687054026504
frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),0.03737783620049151,0.03291992913070812,0.020117734468766073,0.5382262996941896,16.3495582738702,1.0,0.018887258749986677,2.0942727362533673,0.9752905172367266,0.4009111617312072,0.5225072729595908,0.5746687054026504
frozenset({'HAND WARMER RED RETROSPOT'}),frozenset({'HAND WARMER BIRD DESIGN'}),0.02126078756358233,0.028919243298851233,0.009944561924901412,0.46774193548387094,16.174072421267372,1.0,0.009329716036624984,1.8244547550142796,0.9585522275358672,0.24715909090909088,0.4518910390890053,0.40580772663521614
frozenset({'HAND WARMER BIRD DESIGN'}),frozenset({'HAND WARMER RED RETROSPOT'}),0.028919243298851233,0.02126078756358233,0.009944561924901412,0.3438735177865613,16.174072421267372,1.0,0.009329716036624984,1.4916928960627331,0.9661118766730461,0.24715909090909088,0.32962072646490287,0.40580772663521614
frozenset({'PLASTERS IN TIN STRONGMAN'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.02000342915928445,0.02777619020403498,0.008915814139566783,0.4457142857142857,16.046631393298057,1.0,0.008360195086505559,1.7540120279824112,0.9568213322805964,0.22941176470588234,0.42987848199064466,0.3833509700176366
frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN STRONGMAN'}),0.02777619020403498,0.02000342915928445,0.008915814139566783,0.32098765432098764,16.046631393298057,1.0,0.008360195086505559,1.4432676770563264,0.9644709531841388,0.22941176470588234,0.3071278350530309,0.3833509700176366
frozenset({'TOY TIDY SPACEBOY  '}),frozenset({'RECYCLING BAG RETROSPOT '}),0.018631765445504943,0.03229124992855918,0.009601645996456536,0.5153374233128835,15.95904229328411,1.0,0.009000003001845443,1.9966648893879098,0.9551354581783794,0.23236514522821575,0.49916482965423586,0.40634127802812314
frozenset({'RECYCLING BAG RETROSPOT '}),frozenset({'TOY TIDY SPACEBOY  '}),0.03229124992855918,0.018631765445504943,0.009601645996456536,0.2973451327433628,15.959042293284108,1.0,0.009000003001845443,1.3966575630309563,0.968617467067148,0.23236514522821575,0.2840048795999429,0.40634127802812314
"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.017888780933874377,0.04532205520946448,0.012745042007201234,0.7124600638977636,15.719941662067049,1.0,0.011934285690086165,3.320157741327085,0.9534424555953603,0.25254813137032844,0.6988094910212626,0.49683532829188304
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",0.04532205520946448,0.017888780933874377,0.012745042007201234,0.2812105926860025,15.719941662067049,1.0,0.011934285690086165,1.3663406959990132,0.9808402273078709,0.25254813137032844,0.26811811802996893,0.49683532829188304
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'RED SPOTTY CHARLOTTE BAG'}),0.02131794021832314,0.026633137109218722,0.008915814139566783,0.41823056300268097,15.703390903128561,1.0,0.008348050514846054,1.6731144693929099,0.9567146724644972,0.22840409956076135,0.4023122635698379,0.3764972557502675
frozenset({'RED SPOTTY CHARLOTTE BAG'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.026633137109218722,0.02131794021832314,0.008915814139566783,0.33476394849785407,15.70339090312856,1.0,0.008348050514846054,1.4711801285750368,0.9619389378945482,0.22840409956076135,0.3202735813400463,0.3764972557502675
frozenset({'PINK BLUE FELT CRAFT TRINKET BOX'}),frozenset({'PINK CREAM FELT CRAFT TRINKET BOX '}),0.030748128250557238,0.03920672115219752,0.018860376064468193,0.6133828996282528,15.644840517194663,1.0,0.01765484277419659,2.4851287693274893,0.9657769987152617,0.36912751677852346,0.5976063645705514,0.5472162311552342
frozenset({'PINK CREAM FELT CRAFT TRINKET BOX '}),frozenset({'PINK BLUE FELT CRAFT TRINKET BOX'}),0.03920672115219752,0.030748128250557238,0.018860376064468193,0.4810495626822157,15.644840517194663,1.0,0.01765484277419659,1.867715685449769,0.9742794670877474,0.36912751677852346,0.46458660288051945,0.5472162311552342
"frozenset({'60 TEATIME FAIRY CAKE CASES', '72 SWEETHEART FAIRY CAKE CASES'})",frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),0.018860376064468193,0.030805280905298053,0.00908727210378922,0.48181818181818187,15.640765727778716,1.0,0.008506272921143719,1.8703757736915303,0.9540584117619261,0.223943661971831,0.4653480792117425,0.388404452690167
frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),"frozenset({'60 TEATIME FAIRY CAKE CASES', '72 SWEETHEART FAIRY CAKE CASES'})",0.030805280905298053,0.018860376064468193,0.00908727210378922,0.2949907235621521,15.640765727778716,1.0,0.008506272921143719,1.3916690981611883,0.9658167681753146,0.223943661971831,0.2814383812062082,0.388404452690167
frozenset({'PLASTERS IN TIN SKULLS'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.025547236669143283,0.02777619020403498,0.011087615019717665,0.4340044742729306,15.62505408714705,1.0,0.010378010114808045,1.717723490034768,0.9605393475829126,0.2625169147496617,0.41783412417573723,0.41659071450272045
frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN SKULLS'}),0.02777619020403498,0.025547236669143283,0.011087615019717665,0.39917695473251025,15.62505408714705,1.0,0.010378010114808045,1.6218631608862888,0.9627415129203845,0.2625169147496617,0.3834251716688992,0.41659071450272045
"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH'})",frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.014859690232611305,0.05600960164599646,0.012745042007201234,0.8576923076923076,15.313308477237047,1.0,0.01191275667668977,6.6334460424875905,0.9487961422021821,0.21927236971484762,0.8492487926192593,0.5426216640502355
frozenset({'WOODEN FRAME ANTIQUE WHITE '}),"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH'})",0.05600960164599646,0.014859690232611305,0.012745042007201234,0.22755102040816325,15.313308477237047,1.0,0.01191275667668977,1.2753467682589708,0.9901555429641589,0.21927236971484762,0.2158995303174353,0.5426216640502355
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN VINTAGE PAISLEY '}),0.022289535348916957,0.027090358347145224,0.009201577413270847,0.41282051282051285,15.238650870929353,1.0,0.008597745913277326,1.656920350413159,0.955679034444147,0.22901849217638692,0.3964706874710987,0.3762414800389484
frozenset({'PLASTERS IN TIN VINTAGE PAISLEY '}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.027090358347145224,0.022289535348916957,0.009201577413270847,0.339662447257384,15.238650870929353,1.0,0.008597745913277326,1.4806222372032374,0.9603948330045248,0.22901849217638692,0.3246082796318728,0.3762414800389484
frozenset({'PLASTERS IN TIN VINTAGE PAISLEY '}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.027090358347145224,0.02777619020403498,0.01137337829342173,0.419831223628692,15.114787900887292,1.0,0.010620911347275956,1.675760312157409,0.9598420936262112,0.2614980289093298,0.40325594731827785,0.41464812210241186
frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN VINTAGE PAISLEY '}),0.02777619020403498,0.027090358347145224,0.01137337829342173,0.40946502057613166,15.11478790088729,1.0,0.010620911347275956,1.6475055255863673,0.9605191910998173,0.2614980289093298,0.3930217626164939,0.41464812210241186
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG WOODLAND'}),0.01811739155283763,0.038692347259530205,0.010573241127050352,0.583596214511041,15.082988131905001,1.0,0.009872236721651079,2.308594893323704,0.9509284837806374,0.22867737948084055,0.5668360859274486,0.42843030814178346
frozenset({'LUNCH BAG WOODLAND'}),"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG  BLACK SKULL.'})",0.038692347259530205,0.01811739155283763,0.010573241127050352,0.27326440177252587,15.082988131905,1.0,0.009872236721651079,1.3510864347941645,0.9712812931837901,0.22867737948084055,0.2598549032487709,0.42843030814178346
"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.01583128536320512,0.05600960164599646,0.01325941589986855,0.8375451263537907,14.953599056951303,1.0,0.012372711913131336,5.810785340979093,0.9481366894949737,0.22634146341463418,0.8279062224261232,0.5371399101156709
frozenset({'WOODEN FRAME ANTIQUE WHITE '}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.05600960164599646,0.01583128536320512,0.01325941589986855,0.23673469387755103,14.953599056951303,1.0,0.012372711913131336,1.2894189042032873,0.9884914810863624,0.22634146341463418,0.2244568489416673,0.5371399101156709
frozenset({'HEART FILIGREE DOVE LARGE'}),frozenset({'HEART FILIGREE DOVE  SMALL'}),0.023318283134251588,0.026061610561810597,0.00908727210378922,0.3897058823529411,14.953253998968005,1.0,0.00847956008977432,1.5958508549830572,0.9554032882235842,0.22553191489361699,0.3733750263206039,0.3691950464396284
frozenset({'HEART FILIGREE DOVE  SMALL'}),frozenset({'HEART FILIGREE DOVE LARGE'}),0.026061610561810597,0.023318283134251588,0.00908727210378922,0.34868421052631576,14.953253998968005,1.0,0.00847956008977432,1.4995517269049874,0.9580944071623045,0.22553191489361699,0.33313404128848656,0.3691950464396284
frozenset({'PLASTERS IN TIN SKULLS'}),frozenset({'PLASTERS IN TIN VINTAGE PAISLEY '}),0.025547236669143283,0.027090358347145224,0.010287477853346287,0.40268456375838924,14.864497493840794,1.0,0.009595394057199867,1.6288037820929815,0.9571788856304985,0.24291497975708498,0.38605250614348446,0.39121569960071356
frozenset({'PLASTERS IN TIN VINTAGE PAISLEY '}),frozenset({'PLASTERS IN TIN SKULLS'}),0.027090358347145224,0.025547236669143283,0.010287477853346287,0.37974683544303794,14.864497493840792,1.0,0.009595394057199867,1.5710564959824018,0.9586970569229865,0.24291497975708498,0.36348565277107536,0.39121569960071356
frozenset({'SINGLE HEART ZINC T-LIGHT HOLDER'}),frozenset({'HANGING HEART ZINC T-LIGHT HOLDER'}),0.026633137109218722,0.03983540035434646,0.015716980053723496,0.5901287553648069,14.81417909988239,1.0,0.014656038374285568,2.3426005415438462,0.958011967481758,0.30968468468468474,0.5731239781320254,0.4923384092462485
frozenset({'HANGING HEART ZINC T-LIGHT HOLDER'}),frozenset({'SINGLE HEART ZINC T-LIGHT HOLDER'}),0.03983540035434646,0.026633137109218722,0.015716980053723496,0.3945480631276901,14.81417909988239,1.0,0.014656038374285568,1.6076699133527832,0.971184632034632,0.30968468468468474,0.3779817662230752,0.4923384092462485
frozenset({'HEART FILIGREE DOVE LARGE'}),frozenset({'HEART IVORY TRELLIS LARGE'}),0.023318283134251588,0.026633137109218722,0.009144424758530034,0.39215686274509803,14.72439619624674,1.0,0.008523385726663928,1.6013454841106398,0.9543390485107378,0.22408963585434175,0.37552513812758975,0.3677522511150383
frozenset({'HEART IVORY TRELLIS LARGE'}),frozenset({'HEART FILIGREE DOVE LARGE'}),0.026633137109218722,0.023318283134251588,0.009144424758530034,0.34334763948497854,14.724396196246738,1.0,0.008523385726663928,1.487364967514506,0.9575891022253538,0.22408963585434175,0.32767005957450224,0.3677522511150383
frozenset({'LUNCH BAG PINK RETROSPOT'}),"frozenset({'LUNCH BAG RED SPOTTY', 'LUNCH BAG SUKI  DESIGN '})",0.03846373664056695,0.018403154826541694,0.010401783162827914,0.2704309063893017,14.694812326377674,1.0,0.009693929062224235,1.3454474069281823,0.9692289403416364,0.22386223862238624,0.25675281333878375,0.41782414884682473
"frozenset({'LUNCH BAG RED SPOTTY', 'LUNCH BAG SUKI  DESIGN '})",frozenset({'LUNCH BAG PINK RETROSPOT'}),0.018403154826541694,0.03846373664056695,0.010401783162827914,0.5652173913043478,14.694812326377672,1.0,0.009693929062224235,2.211533405726696,0.9494211174560518,0.22386223862238624,0.5478250532365772,0.41782414884682473
frozenset({'HAND WARMER UNION JACK'}),frozenset({'HAND WARMER BIRD DESIGN'}),0.02406126764588215,0.028919243298851233,0.01011601988912385,0.42042755344418054,14.537985973543135,1.0,0.009420186235993807,1.6755122892261627,0.9541733003534879,0.236,0.403167612419094,0.3851149624928413
frozenset({'HAND WARMER BIRD DESIGN'}),frozenset({'HAND WARMER UNION JACK'}),0.028919243298851233,0.02406126764588215,0.01011601988912385,0.34980237154150196,14.537985973543135,1.0,0.009420186235993807,1.5009878376023817,0.9589466939459808,0.236,0.3337720833252319,0.3851149624928413
frozenset({'VINTAGE HEADS AND TAILS CARD GAME '}),frozenset({'VINTAGE SNAP CARDS'}),0.030005143738926675,0.04263588043664628,0.018403154826541694,0.6133333333333334,14.38537980339589,1.0,0.01712385910560443,2.475941688525915,0.9592679502812818,0.339304531085353,0.5961132668696397,0.5224843610366399
frozenset({'VINTAGE SNAP CARDS'}),frozenset({'VINTAGE HEADS AND TAILS CARD GAME '}),0.04263588043664628,0.030005143738926675,0.018403154826541694,0.4316353887399464,14.385379803395889,1.0,0.01712385910560443,1.706641893327266,0.97192380467876,0.339304531085353,0.41405399462543263,0.5224843610366399
frozenset({'HAND WARMER UNION JACK'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.02406126764588215,0.02989083842944505,0.0103446305080871,0.42992874109263657,14.383294804776027,1.0,0.009625419044476403,1.7017331542550151,0.9534152809215609,0.23722149410222804,0.4123638024565725,0.3880045235099894
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER UNION JACK'}),0.02989083842944505,0.02406126764588215,0.0103446305080871,0.34608030592734224,14.383294804776027,1.0,0.009625419044476403,1.4924443187754493,0.9591445349956742,0.23722149410222804,0.3299582520971367,0.3880045235099894
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG RED SPOTTY'})",frozenset({'LUNCH BAG PINK RETROSPOT'}),0.01686003314853975,0.03846373664056695,0.009258730068011659,0.5491525423728814,14.277150124663159,1.0,0.008610230193234997,2.1327308097070135,0.9459060172446213,0.2009925558312655,0.5311175721527761,0.3949328833706903
frozenset({'LUNCH BAG PINK RETROSPOT'}),"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG RED SPOTTY'})",0.03846373664056695,0.01686003314853975,0.009258730068011659,0.24071322436849926,14.277150124663157,1.0,0.008610230193234997,1.2948203477319624,0.9671585418831417,0.2009925558312655,0.22769208736051805,0.3949328833706903
frozenset({'LUNCH BAG WOODLAND'}),"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG CARS BLUE'})",0.038692347259530205,0.016631422529576497,0.009144424758530034,0.23633677991137372,14.210256488348133,1.0,0.008500915982595687,1.2876992784283883,0.9670455558858502,0.19801980198019803,0.22342116924964,0.3930824793027659
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG WOODLAND'}),0.016631422529576497,0.038692347259530205,0.009144424758530034,0.5498281786941581,14.210256488348131,1.0,0.008500915982595687,2.1354238698280668,0.9453508223875394,0.19801980198019803,0.5317088967069967,0.3930824793027659
frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.018403154826541694,0.044007544150425786,0.011487683602903354,0.624223602484472,14.184468016455593,1.0,0.010677805954367198,2.544046039533577,0.9469267925293474,0.22558922558922556,0.6069253525838947,0.4426312817617165
frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),0.044007544150425786,0.018403154826541694,0.011487683602903354,0.261038961038961,14.184468016455591,1.0,0.010677805954367198,1.3283472245756816,0.9722883757811646,0.22558922558922556,0.24718478610181663,0.4426312817617165
frozenset({'HEART IVORY TRELLIS SMALL'}),frozenset({'HEART IVORY TRELLIS LARGE'}),0.02423272561010459,0.026633137109218722,0.009144424758530034,0.37735849056603776,14.168758603935544,1.0,0.008499031254826043,1.563286173733679,0.9525039536109647,0.21917808219178087,0.3603218548196796,0.3603530650255081
frozenset({'HEART IVORY TRELLIS LARGE'}),frozenset({'HEART IVORY TRELLIS SMALL'}),0.026633137109218722,0.02423272561010459,0.009144424758530034,0.34334763948497854,14.168758603935542,1.0,0.008499031254826043,1.4859723851819977,0.9548529152721509,0.21917808219178087,0.32703998407243423,0.3603530650255081
"frozenset({'PACK OF 60 DINOSAUR CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'PACK OF 72 SKULL CAKE CASES'}),0.01834600217180088,0.035034577356118195,0.00908727210378922,0.4953271028037383,14.138235428641122,1.0,0.00844452767152575,1.9120611152388027,0.9466368166199437,0.20516129032258063,0.47700416475698937,0.3773536003415102
frozenset({'PACK OF 72 SKULL CAKE CASES'}),"frozenset({'PACK OF 60 DINOSAUR CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.035034577356118195,0.01834600217180088,0.00908727210378922,0.2593800978792822,14.138235428641122,1.0,0.00844452767152575,1.325449120415608,0.9630084080942993,0.20516129032258063,0.24553875015101306,0.3773536003415102
frozenset({'3 STRIPEY MICE FELTCRAFT'}),frozenset({'FELTCRAFT BUTTERFLY HEARTS'}),0.018517460136023317,0.03400582957078356,0.00885866148482597,0.4783950617283951,14.068030916070134,1.0,0.008228959891356582,1.8519651551424032,0.9464425589306543,0.20287958115183247,0.46003303721818295,0.3694496317045337
frozenset({'FELTCRAFT BUTTERFLY HEARTS'}),frozenset({'3 STRIPEY MICE FELTCRAFT'}),0.03400582957078356,0.018517460136023317,0.00885866148482597,0.2605042016806723,14.068030916070134,1.0,0.008228959891356582,1.327232070952423,0.9616174455399438,0.20287958115183247,0.24655226325084276,0.3694496317045337
"frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),0.023661199062696463,0.030805280905298053,0.010230325198605476,0.43236714975845414,14.035487976481766,1.0,0.009501435314922936,1.70743239874556,0.951259983707544,0.23126614987080105,0.4143252753463659,0.382231812356036
frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),"frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.030805280905298053,0.023661199062696463,0.010230325198605476,0.3320964749536178,14.035487976481765,1.0,0.009501435314922936,1.4617961491811295,0.9582718658848908,0.23126614987080105,0.31591008735371134,0.382231812356036
frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO BAG SCANDINAVIAN PAISLEY'}),0.0337200662970795,0.034520203463450874,0.01617420129165,0.4796610169491526,13.895080817151198,1.0,0.015010177742273761,1.855482345135388,0.9604174238575152,0.3106476399560922,0.4610565804510343,0.47410203165338427
frozenset({'JUMBO BAG SCANDINAVIAN PAISLEY'}),frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),0.034520203463450874,0.0337200662970795,0.01617420129165,0.46854304635761596,13.895080817151197,1.0,0.015010177742273761,1.818171588649732,0.9612133656046298,0.3106476399560922,0.44999690554913385,0.47410203165338427
frozenset({'PACK OF 60 SPACEBOY CAKE CASES'}),frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),0.02446133622906784,0.030805280905298053,0.010458935817568725,0.4275700934579439,13.879766095053142,1.0,0.009705397483713346,1.6931238358062544,0.9512208083743673,0.23341836734693872,0.4093757474486169,0.3835438593449274
frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),frozenset({'PACK OF 60 SPACEBOY CAKE CASES'}),0.030805280905298053,0.02446133622906784,0.010458935817568725,0.3395176252319109,13.879766095053142,1.0,0.009705397483713346,1.4770093813835181,0.9574471033224483,0.23341836734693872,0.32295622993044387,0.3835438593449274
frozenset({'LUNCH BAG SUKI  DESIGN '}),"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG CARS BLUE'})",0.04977996227924787,0.016631422529576497,0.011487683602903354,0.23076923076923075,13.875495638382237,1.0,0.010659772016730802,1.2783791507115505,0.9765427643450018,0.2091571279916753,0.21775945779200456,0.4607454401268834
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG SUKI  DESIGN '}),0.016631422529576497,0.04977996227924787,0.011487683602903354,0.6907216494845361,13.875495638382235,1.0,0.010659772016730802,3.0723781219637654,0.9436243170986864,0.2091571279916753,0.6745192289805683,0.4607454401268834
"frozenset({'WOODEN FRAME ANTIQUE WHITE ', 'WHITE HANGING HEART T-LIGHT HOLDER'})",frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.024918557466994343,0.04532205520946448,0.01565982739898268,0.628440366972477,13.866104793086292,1.0,0.01453046716172335,2.5693801477078604,0.9515940440420525,0.28691099476439785,0.6108010716545396,0.4869818480511817
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),"frozenset({'WOODEN FRAME ANTIQUE WHITE ', 'WHITE HANGING HEART T-LIGHT HOLDER'})",0.04532205520946448,0.024918557466994343,0.01565982739898268,0.3455233291298865,13.866104793086292,1.0,0.01453046716172335,1.4898643235619913,0.9719316322678078,0.28691099476439785,0.32879794207758184,0.4869818480511817
"frozenset({'LUNCH BAG RED SPOTTY', 'LUNCH BAG WOODLAND'})",frozenset({'LUNCH BAG PINK RETROSPOT'}),0.017260101731725437,0.03846373664056695,0.009144424758530034,0.5298013245033113,13.774047213721305,1.0,0.008480536751131553,2.044957405172879,0.9436878453038674,0.196319018404908,0.5109922595598215,0.3837713903348652
frozenset({'LUNCH BAG PINK RETROSPOT'}),"frozenset({'LUNCH BAG RED SPOTTY', 'LUNCH BAG WOODLAND'})",0.03846373664056695,0.017260101731725437,0.009144424758530034,0.23774145616641904,13.774047213721305,1.0,0.008480536751131553,1.289247468878263,0.9644978899191631,0.196319018404908,0.22435372250909183,0.3837713903348652
"frozenset({'PACK OF 60 DINOSAUR CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'72 SWEETHEART FAIRY CAKE CASES'}),0.01834600217180088,0.03600617248671201,0.00908727210378922,0.4953271028037383,13.75672748850319,1.0,0.008426702785149766,1.9101359174800334,0.944638635744479,0.20075757575757575,0.4764770449847044,0.3738540275923453
frozenset({'72 SWEETHEART FAIRY CAKE CASES'}),"frozenset({'PACK OF 60 DINOSAUR CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.03600617248671201,0.01834600217180088,0.00908727210378922,0.2523809523809524,13.75672748850319,1.0,0.008426702785149766,1.3130403792606484,0.9619442228936487,0.20075757575757575,0.23840879854503516,0.3738540275923453
frozenset({'LUNCH BAG CARS BLUE'}),"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG WOODLAND'})",0.04395039149568498,0.017831628279133566,0.010573241127050352,0.24057217165149544,13.491318228801974,1.0,0.009789534083176904,1.293300475776278,0.968441648247961,0.20647321428571427,0.22678447991773149,0.4167604448001067
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG WOODLAND'})",frozenset({'LUNCH BAG CARS BLUE'}),0.017831628279133566,0.04395039149568498,0.010573241127050352,0.592948717948718,13.491318228801973,1.0,0.009789534083176904,2.3487202980578448,0.9426879192255974,0.20647321428571427,0.5742362337367717,0.4167604448001067
"frozenset({'LUNCH BAG SUKI  DESIGN ', 'LUNCH BAG WOODLAND'})",frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.016402811910613248,0.04726524547065211,0.010401783162827914,0.6341463414634146,13.41675760167517,1.0,0.009626500231463843,2.6041416623802176,0.9408997452286237,0.19527896995708158,0.6159963129325354,0.4271094464269915
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),"frozenset({'LUNCH BAG SUKI  DESIGN ', 'LUNCH BAG WOODLAND'})",0.04726524547065211,0.016402811910613248,0.010401783162827914,0.22007255139056833,13.41675760167517,1.0,0.009626500231463843,1.2611393403874773,0.9713788011628445,0.19527896995708158,0.20706620753519897,0.4271094464269915
frozenset({'PLASTERS IN TIN CIRCUS PARADE '}),frozenset({'PLASTERS IN TIN VINTAGE PAISLEY '}),0.02594730525232897,0.027090358347145224,0.009430188032234096,0.3634361233480176,13.415700105949925,1.0,0.008727266234805742,1.5283770841190176,0.9501133496556838,0.2162516382699869,0.3457112054408896,0.35576869458540117
